Lab_Number,sample_description,parser_output,prediction,ground_truth
P1701436,"Poziom fosforu jest niższy niż w referencji oleju świeżego. Poziom cząstek 
poszczególnych kategorii zużyciowych oraz cząstek niemetalicznych w optycznej 
analizie cząstek w normie.  Właściwości reologiczne (lepkość kinematyczna, 
wskaźnik lepkości) w normie. Klasa czystości w normie. Liczba kwasowa jest 
większa od liczby zasadowej, co oznacza, że nastąpiło wyczerpanie rezerwy 
alkalicznej. Nie stwierdzono niepokojącej oksydacji. Zawartość wody w normie. 
Poziom metalicznych produktów zużycia w normie. Indeks PQ w normie. Zwartość 
stałych ciał obcych w normie.

Wnioski i zalecenia:
Ze względu na wyczerpanie rezerwy alkalicznej, olej nie kwalifikuje się do 
dalszej eksploatacji. Zalecam wymienić olej na świeży. Proszę przysłać kolejną 
próbkę do badań w celu weryfikacji trendów zmian po przeprowadzeniu zabiegów 
korygujących.","{""lepkość"": ""w_normie"", ""wskaźnik_lepkości"": ""w_normie"", ""klasa_czystości"": ""w_normie"", ""oksydacja"": ""brak_wykrycia"", ""woda"": ""w_normie"", ""metale_zużyciowe"": ""w_normie"", ""pq_indeks"": ""w_normie"", ""stałe_ciała_obce"": ""w_normie""}",2,UWAGA
P1701437,"Poziom fosforu niższy niż w referencji oleju świeżego.  Poziom cząstek 
poszczególnych kategorii zużyciowych oraz cząstek niemetalicznych w optycznej 
analizie cząstek w normie. Właściwości reologiczne (lepkość kinematyczna, 
wskaźnik lepkości w normie). Liczba kwasowa jest większa od liczby zasadowej, 
co oznacza, że rezerwa alkaliczna  została wyczerpana. Stwarza to ryzyko 
rozpoczęcia korozji metali kolorowych. Klasa czystości w normie. Nie 
stwierdzono niepokojącej oksydacji. Zawartość wody w normie. Poziom 
metalicznych produktów zużycia w normie. Zawartość stałych ciał obcych w 
normie. Indeks PQ w normie.

Wnioski i zalecenia:
Ze względu na wyczerpanie rezerwy alkalicznej olej nie kwalifikuje się do 
dalszej eksploatacji. Zalecam wymienić olej na świeży.","{""lepkość"": ""w_normie"", ""wskaźnik_lepkości"": ""w_normie"", ""klasa_czystości"": ""w_normie"", ""oksydacja"": ""brak_wykrycia"", ""woda"": ""w_normie"", ""metale_zużyciowe"": ""w_normie"", ""stałe_ciała_obce"": ""w_normie"", ""pq_indeks"": ""w_normie""}",2,UWAGA
P1701637,"Poziom cząstek poszczególnych kategorii zużyciowych lekko podniesiony. 
Właściwości reologiczne (lepkość kinematyczna, wskaźnik lepkości) w normie. 
Liczba kwasowa i zasadowa w normie. Ich wzajemna relacja wskazuje na dużą 
rezerwę alkaliczną. Klasa czystości w zakresie granicznym. Zawartość wody w 
normie. Poziom metalicznych produktów zużycia w normie. Zawartość stałych ciał  
obcych w normie. Indeks PQ w normie.

Wnioski i zalecenia:
Zalecam wymienić filtry oleju. Proszę obserwować zmiany w kolejnym badaniu. 
Proszę przysłać kolejną próbkę do badań po przeprowadzeniu zabiegów 
korygujących.","{""lepkość"": ""w_normie"", ""wskaźnik_lepkości"": ""w_normie"", ""liczba_kwasowa"": ""w_normie"", ""klasa_czystości"": ""w_zakresie_granicznym"", ""woda"": ""w_normie"", ""metale_zużyciowe"": ""w_normie"", ""stałe_ciała_obce"": ""w_normie"", ""pq_indeks"": ""w_normie""}",0,WSKAZÓWKA
P1701926,"Oznaczona lepkość w normie. Własności dyspergujące pogorszone, ale nie 
krytycznie. Temperatura zapłonu w normie. Zawartość wody w normie. Indeks PQ w 
normie.

Wnioski i zalecenia:
Obserwować zmiany w następnej analizie. Wykonać kolejne badanie zgodnie z 
przyjętym harmonogramem diagnostyki.","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""w_normie"", ""woda"": ""w_normie"", ""pq_indeks"": ""w_normie""}",0,WSKAZÓWKA
P1702107,"Odczyn pH podniesiony, wszystkie pozostałe oznaczone parametry znajdują się w 
dopuszczalnym przedziale.

Zalecenia i wnioski:
Obserwować zmiany w następnej analizie.  Wykonać badanie kolejnej próbki 
zgodnie z przyjętym programem diagnostyki płynu.","{""pozostałe_parametry"": ""w_dopuszczalnym_zakresie"", ""ph"": ""w_dopuszczalnym_zakresie""}",0,WSKAZÓWKA
P1702571,"Odczyn pH podniesiony, wszystkie   pozostałe oznaczone parametry znajdują się w dopuszczalnym przedziale.

Zalecenia i wnioski:Obserwować zmiany w następnej analizie.  Wykonać badanie kolejnej próbki zgodnie z przyjętym programem diagnostyki płynu. ","{""pozostałe_parametry"": ""w_dopuszczalnym_zakresie"", ""ph"": ""w_dopuszczalnym_zakresie""}",1,WSKAZÓWKA
P1702579,"Odczyn pH podniesiony, wszystkie   pozostałe oznaczone parametry znajdują się w dopuszczalnym przedziale.

Zalecenia i wnioski:Obserwować zmiany w następnej analizie.  Wykonać badanie kolejnej próbki zgodnie z przyjętym programem diagnostyki płynu. ","{""pozostałe_parametry"": ""w_dopuszczalnym_zakresie"", ""ph"": ""w_dopuszczalnym_zakresie""}",1,WSKAZÓWKA
P1702773,"Odczyn pH podniesiony, wszystkie   pozostałe oznaczone parametry znajdują się w dopuszczalnym przedziale.
Zalecenia i wnioski:Obserwować zmiany w następnej analizie.  Wykonać badanie kolejnej próbki zgodnie z przyjętym programem diagnostyki płynu. ","{""pozostałe_parametry"": ""w_dopuszczalnym_zakresie"", ""ph"": ""w_dopuszczalnym_zakresie""}",1,WSKAZÓWKA
P1703054,"Oznaczona lepkość w normie. Temperatura zapłonu w normie. Poziom metalicznych produktów zużycia w normie. Nie posiadamy referencji oleju świeżego z tego względu nie można sporządzić komentarza na temat możliwych zmian zawartości dodatków i widma IR (niemożliwe oznaczenie zawartości glikolu, wody oraz oleju napędowego w próbce).

Wnioski i zalecenia:Należy obserwować zmiany w następnej analizie. Prosimy przesłać przy najbliższej okazji próbkę oleju świeżego do badania. Wykonać kolejne badanie zgodnie z przyjętym harmonogramem diagnostyki. ","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""w_normie"", ""metale_zużyciowe"": ""w_normie"", ""woda"": ""nieoznaczono"", ""olej_napędowy"": ""nieoznaczono"", ""glikol"": ""nieoznaczono""}",1,WSKAZÓWKA
P1703620,"Odczyn pH podniesiony, wszystkie   pozostałe oznaczone parametry znajdują się w dopuszczalnym przedziale.

Zalecenia i wnioski:

Obserwować zmiany w następnej analizie.  Wykonać badanie kolejnej próbki zgodnie z przyjętym programem diagnostyki płynu. ","{""pozostałe_parametry"": ""w_dopuszczalnym_zakresie"", ""ph"": ""w_dopuszczalnym_zakresie""}",2,WSKAZÓWKA
P1704085,"Oznaczona lepkość w normie. Własności dyspergujące pogorszone w stosunku do poprzedniego badania. Zawartość wody w normie. Temperatura zapłonu w normie. Indeks PQ w normie.

Wnioski i zalecenia:

Obserwować zmiany w następnej analizie. Wykonać kolejne badanie w terminie przyspieszonym (nie później niż za 200 mth pracy silnika), jeżeli nie zamierzacie Państwo wykonać badań, zalecam w krótkim czasie wymienić olej na świeży.","{""lepkość"": ""w_normie"", ""woda"": ""w_normie"", ""temperatura_zapłonu"": ""w_normie"", ""pq_indeks"": ""w_normie""}",1,WSKAZÓWKA
P1704300,"Odczyn pH podniesiony, wszystkie   pozostałe oznaczone parametry znajdują się w dopuszczalnym przedziale.

Zalecenia i wnioski:

Obserwować zmiany w następnej analizie.  Wykonać badanie kolejnej próbki zgodnie z przyjętym programem diagnostyki płynu. ","{""pozostałe_parametry"": ""w_dopuszczalnym_zakresie"", ""ph"": ""w_dopuszczalnym_zakresie""}",1,WSKAZÓWKA
P1704347,"Odczyn pH podniesiony, wszystkie   pozostałe oznaczone parametry znajdują się w dopuszczalnym przedziale.

Zalecenia i wnioski:

Obserwować zmiany w następnej analizie.  Wykonać badanie kolejnej próbki zgodnie z przyjętym programem diagnostyki płynu. ","{""pozostałe_parametry"": ""w_dopuszczalnym_zakresie"", ""ph"": ""w_dopuszczalnym_zakresie""}",1,WSKAZÓWKA
P1704374,"Oznaczona lepkość w normie - trend stabilny. Własności dyspergujące obniżone - trend stabilny. Temperatura zapłonu w normie. PQ indeks w normie. Zawartość wody w normie - trend stabilny

Wnioski i zalecenia:

Obserwować zmiany w następnej analizie. Wykonać kolejne badanie w terminie przyspieszonym (nie później niż za 200mth), jeżeli nie zamierzacie Państwo wykonać badań, zalecam wymienić olej na świeży.","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""w_normie"", ""pq_indeks"": ""w_normie"", ""woda"": ""w_normie""}",1,WSKAZÓWKA
P1704375,"Oznaczona lepkość w normie - trend stabilny. Własności dyspergujące obniżone - trend stabilny. Temperatura zapłonu w normie. PQ indeks w normie. Zawartość wody w normie - trend stabilny

Wnioski i zalecenia:

Obserwować zmiany w następnej analizie. Wykonać kolejne badanie w terminie przyspieszonym (nie później niż za 250mth), jeżeli nie zamierzacie Państwo wykonać badań, zalecam wymienić olej na świeży.","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""w_normie"", ""pq_indeks"": ""w_normie"", ""woda"": ""w_normie""}",1,WSKAZÓWKA
P1705390,"Odczyn pH podniesiony, wszystkie   pozostałe oznaczone parametry znajdują się w dopuszczalnym przedziale.

Zalecenia i wnioski:Obserwować zmiany w następnej analizie.  Wykonać badanie kolejnej próbki zgodnie z przyjętym programem diagnostyki płynu. ","{""pozostałe_parametry"": ""w_dopuszczalnym_zakresie"", ""ph"": ""w_dopuszczalnym_zakresie""}",1,WSKAZÓWKA
P1705922,"Oznaczona lepkość w normie - trend stabilny. Własności dyspergujące obniżone - trend stabilny. Temperatura zapłonu w normie. PQ indeks w normie. Zawartość wody w normie - wyraźny spadek w stosunku do poprzedniego badania. 

Wnioski i zalecenia:

Obserwować zmiany w następnej analizie. Wykonać kolejne badanie za około 250 mth pracy silnika.","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""w_normie"", ""pq_indeks"": ""w_normie"", ""woda"": ""w_normie""}",1,WSKAZÓWKA
P1705923,"Oznaczona lepkość w normie - trend stabilny. Własności dyspergujące pogorszone - trend stabilny. Temperatura zapłonu w normie. PQ indeks w normie. Zawartość wody w normie - wyraźny spadek w stosunku do poprzedniego badania. 

Wnioski i zalecenia:

Obserwować zmiany w następnej analizie. Wykonać kolejne badanie za około 250 mth pracy silnika.","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""w_normie"", ""pq_indeks"": ""w_normie"", ""woda"": ""w_normie""}",0,WSKAZÓWKA
P1800048,"Odczyn pH podniesiony, wszystkie pozostałe oznaczone parametry znajdują się w dopuszczalnym przedziale.

Zalecenia i wnioski:

Obserwować zmiany w następnej analizie.  Wykonać badanie kolejnej próbki zgodnie z przyjętym programem diagnostyki płynu. ","{""pozostałe_parametry"": ""w_dopuszczalnym_zakresie"", ""ph"": ""w_dopuszczalnym_zakresie""}",1,WSKAZÓWKA
P1800196,"Oznaczona lepkość w normie. Własności dyspergujące lekko obniżone. Indeks PQ informujący o magnetycznych ferrocząstkach w normie. Temperatura zapłonu w normie. Zawartość wody w normie. 

Wnioski i zalecenia:Obserwować zmiany w następnej analizie. Wykonać kolejne badanie zgodnie z przyjętym harmonogramem diagnostyki.","{""lepkość"": ""w_normie"", ""pq_indeks"": ""w_normie"", ""temperatura_zapłonu"": ""w_normie"", ""woda"": ""w_normie""}",0,WSKAZÓWKA
P1800375,"Oznaczona lepkość prezentuje stabilny trend. Własności dyspergujące obniżone. Indeks PQ w normie. Zawartość wody w normie. Temperatura zapłonu w normie.

Wnioski i zalecenia:

Ze względu na pogorszone własności dyspergujące zalecam wymianę oleju na świeży. Wykonać kolejne badanie zgodnie z przyjętym harmonogramem diagnostyki. ","{""pq_indeks"": ""w_normie"", ""woda"": ""w_normie"", ""temperatura_zapłonu"": ""w_normie""}",1,UWAGA
P1800418,"Odczyn pH podniesiony, wszystkie   pozostałe oznaczone parametry znajdują się w dopuszczalnym przedziale.

Zalecenia i wnioski:

Obserwować zmiany w następnej analizie.  Wykonać badanie kolejnej próbki zgodnie z przyjętym programem diagnostyki płynu. ","{""pozostałe_parametry"": ""w_dopuszczalnym_zakresie"", ""ph"": ""w_dopuszczalnym_zakresie""}",0,WSKAZÓWKA
P1800422,"Oznaczona lepkość w normie. Własności dyspergujące pogorszone. Zawartość wody w normie. Temperatura zapłonu w normie. 

Wnioski i zalecenia:

Obserwować zmiany w następnej analizie. Wykonać kolejne badanie za ok. miesiąc od daty pobrania próbki aktualnej.","{""lepkość"": ""w_normie"", ""woda"": ""w_normie"", ""temperatura_zapłonu"": ""w_normie""}",0,WSKAZÓWKA
P1800645,"Dla danej próbki oznaczono zlecone parametry. Indeks PQ w normie. Zawartość wody w normie. Własności dyspergujące pogorszone. 

Wnioski i zalecenia:
Prosimy przy okazji następnych analiz o podanie oznaczenia środka smarnego stosowanego w lokomotywie (producent i nazwa) oraz w miarę możliwości jego czasu pracy oraz dat wymian oleju. Wykonać kolejne badanie zgodnie z przyjętym harmonogramem diagnostyki. ","{""pq_indeks"": ""w_normie"", ""woda"": ""w_normie""}",1,WSKAZÓWKA
P1800646,"Dla danej próbki oznaczono zlecone parametry. Indeks PQ w normie. Zawartość wody w normie. Własności dyspergujące pogorszone. 

Wnioski i zalecenia:
Prosimy przy okazji następnych analiz o podanie oznaczenia środka smarnego stosowanego w lokomotywie (producent i nazwa) oraz w miarę możliwości jego czasu pracy oraz dat wymian oleju. Wykonać kolejne badanie zgodnie z przyjętym harmonogramem diagnostyki. ","{""pq_indeks"": ""w_normie"", ""woda"": ""w_normie""}",0,WSKAZÓWKA
P1800647,"Dla danej próbki oznaczono zlecone parametry. Indeks PQ w normie. Zawartość wody w normie. Własności dyspergujące mocno pogorszone. 

Wnioski i zalecenia:
Prosimy przy okazji następnych analiz o podanie oznaczenia środka smarnego stosowanego w lokomotywie (producent i nazwa) oraz w miarę możliwości jego czasu pracy oraz dat wymian oleju. Pogorszenie własności dyspergujących oznacza osłabienie zdolności oleju do przenoszenia osadów/sadzy co skutkuje nadmiernym osadzaniem się zanieczyszczeń w układzie. Zalecam - jeżeli jeszcze to nie nastąpiło wymianę oleju na świeży oraz przesłanie do badania kolejnej próbki po ok. 250 mth pracy silnika.","{""pq_indeks"": ""w_normie"", ""woda"": ""w_normie""}",1,UWAGA
P1800780,"Dla danej próbki oznaczono zlecone parametry. Poziom cząstek poszczególnych kategorii zużyciowych w normie. Podniesiony poziom ołowiu pochodzi z paliwa lotniczego, jednakże jest to sytuacja normalna dla silników lotniczych. Powiązać wykryte metalu zużyciowe z metalurgią układu olejowego. Czystość oleju na normalnym poziomie dla tego typu maszyn. Indeks PQ informujący o zawartości magnetycznych cząstek zużycia (o wielkości >5um) w normie. 

Wnioski i zalecenia:W celu obserwacji trendu prosimy przesłać do badania kolejną próbkę przy okazji następnego przeglądu serwisowego silnika.  ","{""pq_indeks"": ""w_normie"", ""metale_zużyciowe"": ""w_normie""}",1,WSKAZÓWKA
P1801492,"Oznaczona lepkość w normie. Własności dyspergujące pogorszone. Indeks PQ w normie. Zawartośc wody w normie. Temperatura zapłonu w normie. 

Wnioski i zalecenia:
Obserwować zmiany w następnej analizie. Wykonać kolejne badanie za ok. 250 mth pracy silnika - jeżeli nie zamierzają Państwo w najbliższym czasie badać oleju zalecam wymianę na świeży.","{""lepkość"": ""w_normie"", ""pq_indeks"": ""w_normie"", ""woda"": ""w_normie"", ""temperatura_zapłonu"": ""w_normie""}",1,WSKAZÓWKA
P1801986,"Oznaczona lepkość prezentuje trend spadkowy. Własności dyspergujące na zadowalającym poziomie. Indeks PQ w normie - nie wskazuje na obecność ferromagnetycznych cząstek zużycia. Zawartość wody w normie. Temperatura zapłonu w normie.

Wnioski i zalecenia:
Zweryfikować czy olej o danej lepkości może być eksploatowany -  w przeciwnym wypadku należy wymienić olej na świeży. Obserwować zmiany w następnej analizie. Wykonać kolejne badanie zgodnie z przyjętym harmonogramem diagnostyki. ","{""pq_indeks"": ""w_normie"", ""metale_zużyciowe"": ""w_normie"", ""woda"": ""w_normie"", ""temperatura_zapłonu"": ""w_normie""}",1,WSKAZÓWKA
P1802216,"Lepkość prezentuje stabilny trend, jednak jest nieznacznie poniżej dolnej granicy klasy SAE 40. Poziom oleju napędowego w normie. W próbce nie stwierdzono obecności glikolu. Poziom metalicznych produktów zużycia w normie - informuje o braku intensywnych procesów zużycia/korozji w układzie. Temperatura zapłonu stabilna. 

Wnioski i zalecenia:
Proszę obserwować zmiany w następnej analizie. Wykonać kolejne badanie za ok. 500 mth pracy silnika w celu śledzenia zmian. ","{""olej_napędowy"": ""w_normie"", ""glikol"": ""brak_wykrycia"", ""metale_zużyciowe"": ""w_normie""}",1,WSKAZÓWKA
P1802574,"Lepkość zgodna z klasą SAE 40. Zawartość wody w normie. Zawartość paliwa w oleju w normie. Nie stwierdzono niepokojącej oksydacji. Temperatura zapłonu w normie. Poziom metali zużyciowych w normie - nie wskazuje na intensywne procesy zużycia/korozji w układzie.

Wnioski i Zalecenia:Poziom dodatków wskazuje na olej innego typu i/lub zmieszanie z olejem/smarem innego typu lub inne zanieczyszczenie. Sód może pochodzić również z przecieków układu chłodzenia - zalecam inspekcje. Obserwować zmiany w następnej analizie. Wykonać kolejne badanie zgodnie z przyjętym harmonogramem diagnostyki. ","{""woda"": ""w_normie"", ""paliwo"": ""w_normie"", ""oksydacja"": ""brak_wykrycia"", ""temperatura_zapłonu"": ""w_normie"", ""metale_zużyciowe"": ""w_normie""}",1,WSKAZÓWKA
P1803173,"Oznaczona lepkość mieści się w granicach klasy SAE 40. Własności dyspergujące lekko pogorszone - trend stabilny. Indeks PQ informujący o zawartości ferromagnetycznych cząstek w normie. Zawartość wody w normie. 

Wnioski i zalecenia:
Obserwować zmiany w następnej analizie. Wykonać kolejne badanie zgodnie z przyjętym harmonogramem diagnostyki. Prowadzić ewidencję dot. czasu pracy oraz dat wymian oleju. ","{""pq_indeks"": ""w_normie"", ""woda"": ""w_normie""}",1,WSKAZÓWKA
