Probe,Lab_Number,Prediction,Overall_Assessment_pred_file,Overall_Interpretation,Overall_Assessment_data
1,P1401502,2,2,W porównaniu z ostatnim badaniem nastąpił znaczny wzrost wapnia. Dla wszystkich pozostałych  prezentowanych pierwiastków można zaobserwować stabilny trend. Poziom cynku powyżej dopuszczalnej granicy. Poziom fosforu powyżej dopuszczalnej granicy. Zawartość  pozostałych pierwiastków w normie. Zalecenia i wnioski: Podwyższony poziom cynku i fosforu może wskazywać na zastosowanie na dolewki oleju innego typu. Na dolewki stosować olej wg DTR. Cynk w połączeniu z miedzią może wskazywać na zużycie /korozję elementów mosiężnych. Cynk jest stosowany również jako  składnik farb. W krótkim czasie wykonać badanie weryfikacyjne.  Wykonać badanie próbki oleju stosowanego na dolewki.,UWAGA
1,P1401505,1,0,"Wszystkie oznaczone pierwiastki prezentują stabilny trend. Poziom cynku i fosforu podwyższony, nie krytycznie. Pozostałe oznaczenia w normie. Zalecenia i wnioski: Podwyższony poziom cynku i fosforu może wskazywać na zastosowanie na dolewki oleju innego typu. Na dolewki stosować olej wg DTR. Cynk w połączeniu z miedzią może wskazywać na zużycie /korozję elementów mosiężnych. Cynk jest stosowany również jako  składnik farb. Wykonać badanie kolejnej próbki wg przyjętego programu diagnostyki olejowej. Wykonać badanie próbki oleju stosowanego na dolewki.",W NORMIE
1,P1401568,2,2,"PQ indeks informujący o magnetycznych cząstkach zużciowych (żelazny ścier) 
podwyższony. W efekcie zużcia poziom żelaza pierwiastkowego (cząstki <5um) 
podwyższony.  Korelacja tych wartości może wskazywać na normalny/typowy 
przebieg zużcia smarowanych (żelaznych) komponentów silnika np. cylindry. 
Poziom krzemu podwyższony, wskazuje na kurz i/lub elastyczne uszczelnienia, 
pasty montażowe, smar na bazie silikonów. W efekcie zużycia poziom chromu 
(pierścienie tłokowe) podwyższony. W efekcie zużycia komponentów silnika mocno 
podwyższony poziom aluminium (np. tłoki pompa oleju, sprężarka), miedzi (np. 
brąz, mosiądz, łożyska ślizgowe) i ołowiu (np. łożyska ślizgowe, łożyska 
korbowodu). Poziom sodu podwyższony, może wskazywać na nieszczelności z układu 
chłodzenia i/lub z otoczenia.

Zalecenia i wnioski:
Zalecamy wymienić olej na świeży. Przeprowadzić inspekcję i niezbędne naprawy 
silnika pod kątem wykrytych metali zużyciowych. W celu śledzenia trendu zmian 
zalecamy prowadzić regularny monitoring własności fizykochemicznych oleju, co 
500-1000h pracy.",UWAGA
1,P1401567,1,2,"Poziom dodatków oraz widmo w podczerwieni niezgodne z próbką referencyjną, wskazują na olej innego typu lub znaczne  zmieszanie z olejem innego typu. Poziom żelaza lekko podwyższony.  Poziom miedzi i ołowiu lekko podwyższony, wskazuje na zużycie łożyska ślizgowego. Zalecenia i wioski: Wymienić olej na świeży. Na dolewki i wymianę stosować olej zgodny z DTR.",UWAGA
1,P1401611,0,0,Wszystkie oznaczone pierwiastki znajdują się w dopuszczalnym przedziale. W porównaniu z ostatnim badaniem zauważalny lekki spadek poszczególnych pierwiastków. Zalecenia i wnioski: Wykonać badanie kolejnej próbki wg przyjętego programu diagnostyki olejowej.,W NORMIE
1,P1401612,0,0,Wszystkie oznaczone pierwiastki znajdują się w dopuszczalnym przedziale. W porównaniu z ostatnim badaniem zauważalny stabilny trend. Zalecenia i wnioski: Wykonać badanie kolejnej próbki wg przyjętego programu diagnostyki olejowej.,W NORMIE
1,P1401657,1,1,"Poziom cynku nieznacznie podwyższony, stabilny trend. Pozostałe oznaczenia w normie. Zalecenia i wnioski: Podwyższony poziom cynku może wskazywać na zastosowanie na dolewki oleju innego typu. Na dolewki stosować olej wg DTR. Cynk w połączeniu z miedzią może wskazywać na zużycie /korozję elementów mosiężnych.  Wykonać badanie kolejnej próbki wg przyjętego programu diagnostyki olejowej.",WSKAZÓWKA
1,P1401976,0,0,"Wszystkie oznaczone pierwiastki w normie, wartości prezentują stabilny trend.

Zalecenia i wnioski:
Obserwować zmiany w następnej analizie, wykonać badanie kolejnej próbki wg 
przyjętego programu diagnostyki olejowej.",W NORMIE
1,P1401658,1,1,"Poziom cynku i fosforu znacząco podwyższony,  stabilny trend. Pozostałe oznaczenia w normie. Zalecenia i wnioski: Podwyższony poziom cynku i fosforu może wskazywać na zastosowanie na dolewki oleju innego typu. Na dolewki stosować olej wg DTR. Wykonać badanie kolejnej próbki wg przyjętego programu diagnostyki olejowej.",WSKAZÓWKA
1,P1401648,2,2,"Poziom fosforu i cynku powyżej dopuszczalnej granicy,  jednak trend jest stabilny. Pozostałe oznaczone pierwiastki w znajdują się w dopuszczalnym przedziale. Zalecenia i wnioski: Wysoki poziom  cynku i fosforu wskazują na zastosowanie na dolewki oleju innego typu. Na dolewki stosować olej wg DTR. Wykonać badanie kolejnej próbki wg przyjętego programu diagnostyki olejowej.",UWAGA
1,P1401649,0,0,Wszystkie oznaczenia znajdują się w dopuszczalnym przedziale. Zalecenia i wnioski: Przy zachowaniu zbliżonych warunków eksploatacyjnych oraz czynności obsługowych olej kwalifikuje się do dalszej eksploatacji bez podejmowania czynności korygujących. Wykonać kolejne badanie zgodnie z przyjętym harmonogramem diagnostyki olejowej.,W NORMIE
1,P1401703,1,1,"Poziom fosforu i cynku podwyższony, trend stabilny. Pozostałe oznaczenia w znajdują się w dopuszczalnym przedziale. Zalecenia i wnioski: Podwyższony poziom cynku i fosforu może wskazywać na zastosowanie na dolewki oleju innego typu. Na dolewki stosować olej wg DTR. Cynk w połączeniu z miedzią może wskazywać na zużycie /korozję elementów mosiężnych. Cynk jest stosowany również jako  składnik farb. Wykonać badanie kolejnej próbki wg przyjętego programu diagnostyki olejowej. Wykonać badanie próbki oleju stosowanego na dolewki.",WSKAZÓWKA
1,P1401783,1,1,"Poziom cynku i fosforu podwyższony, nie krytycznie. Pozostałe oznaczenia w normie. Zalecenia i wnioski: Podwyższony poziom cynku i fosforu może wskazywać na zastosowanie na dolewki oleju innego typu. Cynk może pochodzić z metalurgii smarowanych elementów np. w połączeniu z miedzią może wskazywać na zużycie /korozję elementów mosiężnych. Cynk jest stosowany również jako składnik farb. Wykonać badanie kolejnej próbki wg przyjętego programu diagnostyki olejowej. Wykonać badanie próbki oleju stosowanego na dolewki. Na dolewki stosować olej wg DTR",WSKAZÓWKA
1,P1401784,2,2,"Poziom cynku i fosforu mocno podwyższony, powyżej granicy dopuszczalnej. Pozostałe oznaczenia w normie. Zalecenia i wnioski: Podwyższony poziom cynku i fosforu może wskazywać na zastosowanie na dolewki oleju innego typu. Cynk może pochodzić z metalurgii smrowanych elementów np. w połączeniu z miedzią może wskazywać na zużycie /korozję elementów mosiężnych. Cynk jest stosowany również jako składnik farb. Wykonać badanie kolejnej próbki wg przyjętego programu diagnostyki olejowej. Wykonać badanie próbki oleju stosowanego na dolewki. Na dolewki stosować olej wg DTR",UWAGA
1,P1401770,1,0,"Cynk i fosfor lekko podwyższone, znajdują się w dopuszczalnym przedziale, prezentują stabilny trend. Zalecenia i wnioski: Podwyższony poziom cynku i fosforu może wskazywać na zastosowanie na dolewki oleju innego typu. Na dolewki stosować olej wg DTR. Cynk w połączeniu z miedzią może wskazywać na zużycie /korozję elementów mosiężnych. Cynk jest stosowany również jako  składnik farb. Wykonać badanie kolejnej próbki wg przyjętego programu diagnostyki olejowej. Wykonać badanie próbki oleju stosowanego na dolewki.",W NORMIE
1,P1401771,1,1,"Poziom cynku i fosforu  mocno podwyższony, w zakresie granicznym . W efekcie zużycia i lub korozji poziom żelaza i miedzi lekko podwyższony. Wszystkie pierwiastki prezentują stabilny trend. Zalecenia i wnioski: Podwyższony poziom fosforu i cynku może wskazywać na zmieszanie z olejem innego typu, ewentualnie smarem.  Podwyższony cynk może wskazywać na zużcie elementów zawierających w metalurgii cynk. Podwyższony poziom cynku w korelacji z miedzią może wskazywać na zużycie i lub korozję elementów  mosiężnych. Wykonać kolejne badanie zgodnie z przyjętym programem diagnostyki olejowej.",WSKAZÓWKA
1,P1401910,1,1,"Poziom metalicznych produktów zużycia w normie. Klasa czystości poniżej 
wymagań. Własności reologiczne w normie. Własności starzeniowe w normie,

Stosując filtrację bocznikową poprawić klasę czystości do poziomu wymaganego.  
Wykonać kolejne badanie zgodnie z przyjętym harmonogramem diagnostyki olejowej.",WSKAZÓWKA
1,P1401774,1,2,"Poziom cynku podwyższony, nie krytycznie. Poziom Fosforu podwyższony powyżej dopuszczalnej granicy.  Pozostałe oznaczenia w normie. Zalecenia i wnioski: Podwyższony poziom cynku i fosforu może wskazywać na zastosowanie na dolewki oleju innego typu. Cynk może pochodzić z metalurgii smarowanych elementów np. w połączeniu z miedzią może wskazywać na zużycie /korozję elementów mosiężnych. Cynk jest stosowany również jako składnik farb. Wykonać badanie kolejnej próbki wg przyjętego programu diagnostyki olejowej. Wykonać badanie próbki oleju stosowanego na dolewki. Na dolewki stosować olej wg DTR",UWAGA
1,P1401775,2,2,Dla wszystkich prezentowanych pierwiastków można zaobserwować stabilny trend. Poziom cynku powyżej dopuszczalnej granicy. Poziom fosforu powyżej dopuszczalnej granicy. Zawartość  pozostałych pierwiastków w normie. Zalecenia i wnioski: Podwyższony poziom cynku i fosforu może wskazywać na zastosowanie na dolewki oleju innego typu. Na dolewki stosować olej wg DTR. Cynk w połączeniu z miedzią może wskazywać na zużycie /korozję elementów mosiężnych. Cynk jest stosowany również jako  składnik farb. W krótkim czasie wykonać badanie weryfikacyjne.  Wykonać badanie próbki oleju stosowanego na dolewki.,UWAGA
1,P1401785,1,0,"Poziom cynku, fosforu i sodu lekko podwyższony, znajdują się dopuszczalnym przedziale.. Zalecenia i wnioski: Podwyższony poziom cynku i fosforu może wskazywać na zastosowanie na dolewki oleju innego typu. Cynk może pochodzić z metalurgii smarowanych elementów np. w połączeniu z miedzią może wskazywać na zużycie /korozję elementów mosiężnych. Cynk jest stosowany również jako składnik farb. Wykonać badanie kolejnej próbki wg przyjętego programu diagnostyki olejowej. Wykonać badanie próbki oleju stosowanego na dolewki. Na dolewki stosować olej wg DTR",W NORMIE
1,P1401815,1,2,"Poziom metalicznych produktów zużycia w normie.  Poziom krzemu podwyższony, może wskazywać na kurz z otoczenia, uszczelnienia/pasty montażowe bądź smar/olej na bazie silikonu lub zanieczyszczenie ze spalanego gazu. Poziom dodatków uszlachetniających niezgodny z próbką referencyjną. Zauważalne zmiany w widmie FTIR. Lepkość w 40 st C znacznie podwyższona.  Odczyn pH w normie. Liczba kwasowa w porównaniu z ostatnim badaniem wzrosła. Liczba zasadowa obniżona, nie krytycznie. Zalecenia i wnioski: W eksploatacji jest inny typ oleju i/lub znacznie zmieszany z innym. Jak próbki referencyjnej użyto oleju Lotos Oil Ibis NGO Extra SAE 40. Zalecam wymienić olej na świeży. ",UWAGA
1,P1401891,1,1,"Poziom fosforu podwyższony powyżej granicy dopuszczalnej, poziom cynku mocno podwyższony. W porównaniu z ostatnim badaniem wartości przedstawiają trend spadkowy.  Zalecenia i wnioski: Podwyższony poziom cynku i fosforu może wskazywać na zastosowanie na dolewki oleju innego typu. Cynk może pochodzić z metalurgii smarowanych elementów np. w połączeniu z miedzią może wskazywać na zużycie /korozję elementów mosiężnych. Cynk jest stosowany również jako składnik farb. Wykonać badanie kolejnej próbki wg przyjętego programu diagnostyki olejowej. Wykonać badanie próbki oleju stosowanego na dolewki. Na dolewki stosować olej wg DTR. Trend wskazuje na dolewkę właściwego oleju.",WSKAZÓWKA
1,P1401979,2,2,"Poziom cynku i fosforu powyżej dopuszczalnej granicy, w badaniu trendu widoczny 
spadek. Zawartość  pozostałych pierwiastków w normie.

Zalecenia i wnioski:
Podwyższony poziom cynku i fosforu może wskazywać na zastosowanie na dolewki 
oleju innego typu. Na dolewki stosować olej wg DTR. Cynk w połączeniu z miedzią 
może wskazywać na zużycie /korozję elementów mosiężnych. Cynk jest stosowany 
również jako  składnik farb.",UWAGA
1,P1401977,1,0,"Wszystkie oznaczone pierwiastki w normie, wartości prezentują stabilny trend. 

Zalecenia i wnioski:
Wykonać badanie kolejnej próbki wg przyjętego programu diagnostyki olejowej.",W NORMIE
1,P1401978,0,0,"Wszystkie oznaczone pierwiastki w normie, wartości prezentują stabilny trend. 

Zalecenia i wnioski:
Wykonać badanie kolejnej próbki wg przyjętego programu diagnostyki olejowej.",W NORMIE
1,P1401892,1,0,Wszystkie oznaczenia znajdują się w dopuszczalnym przedziale. Oznaczone wartości prezentują stabilny trend. Zalecenia i wnioski: Przy zachowaniu zbliżonych warunków eksploatacyjnych oraz czynności obsługowych olej kwalifikuje się do dalszej eksploatacji bez podejmowania czynności korygujących. Wykonać kolejne badanie zgodnie z przyjętym harmonogramem diagnostyki olejowej.,W NORMIE
1,P1401974,2,1,"Poziom fosforu podwyższony powyżej granicy dopuszczalnej, poziom cynku 
mocno podwyższony. W porównaniu z ostatnim badaniem wartości 
przedstawiają stabilny trend.

Zalecenia i wnioski:

Podwyższony
 poziom cynku i fosforu może wskazywać na zastosowanie na dolewki oleju 
innego typu. Cynk może pochodzić z metalurgii smarowanych elementów np. w
 połączeniu z miedzią może wskazywać na zużycie /korozję elementów 
mosiężnych. Cynk jest stosowany również jako składnik farb. Wykonać 
badanie kolejnej próbki wg przyjętego programu diagnostyki olejowej.  Na 
dolewki stosować
 olej wg DTR.",WSKAZÓWKA
1,P1401975,0,0,"Wszystkie oznaczone pierwiastki w normie, wartości prezentują stabilny trend.

Zalecenia i wnioski:

Wykonać badanie kolejnej próbki wg przyjętego programu diagnostyki olejowej.",W NORMIE
1,P1401897,0,0,Poziom fosforu lekko podwyższony. Pozostałe oznaczenia znajdują się dopuszczalnym przedziale. Zalecenia i wnioski: Podwyższony poziom cynku i fosforu może wskazywać na zastosowanie na dolewki oleju innego typu. Cynk może pochodzić z metalurgii smarowanych elementów np. w połączeniu z miedzią może wskazywać na zużycie /korozję elementów mosiężnych. Cynk jest stosowany również jako składnik farb. Wykonać badanie kolejnej próbki wg przyjętego programu diagnostyki olejowej. Na dolewki stosować olej wg DTR.,W NORMIE
1,P1401973,1,1,"Poziom fosforu i cynku podwyższony, w porównaniu z ostatnią próbką zauważalny 
lekki spadek. Pozostałe oznaczenia w znajdują się w dopuszczalnym przedziale.

Zalecenia i wnioski:
Podwyższony poziom cynku i fosforu może wskazywać na zastosowanie na dolewki 
oleju innego typu. Na dolewki stosować olej wg DTR. Cynk w połączeniu z miedzią 
może wskazywać na zużycie /korozję elementów mosiężnych. Cynk jest stosowany 
również jako  składnik farb. Wykonać badanie kolejnej próbki wg przyjętego 
programu diagnostyki olejowej. Wykonać badanie próbki oleju stosowanego na 
dolewki.",WSKAZÓWKA
1,P1402001,2,1,"Poziom cynku i fosforu podwyższony, nie krytycznie. Pozostałe oznaczenia w 
normie.

Zalecenia i wnioski:
Poziomy podwyższone cynku i fosforu wskazują na zastosowanie na dolewki oleju 
innego typu. Na dolewki stosować olej wg DTR. Wykonać badanie kolejnej próbki 
wg przyjętego programu diagnostyki olejowej.",WSKAZÓWKA
1,P1402093,2,1,"Poziom fosforu i cynku powyżej dopuszczalnej granicy,  jednak trend jest 
stabilny. Pozostałe oznaczone pierwiastki  znajdują się w dopuszczalnym 
przedziale.

Zalecenia i wnioski:
Wysoki poziom  cynku i fosforu wskazują na zastosowanie na dolewki oleju 
innego typu. Na dolewki stosować olej wg DTR. Wykonać badanie kolejnej próbki 
wg przyjętego programu diagnostyki olejowej.",WSKAZÓWKA
1,P1402114,1,1,"Poziom cynku  powyżej dopuszczalnej granicy, poziom fosforu  mocno podwyższony, 
w zakresie granicznym. Poziom wapnia mocno podwyższony. W efekcie zużycia i lub 
korozji poziom żelaza i
miedzi lekko podwyższony - prezentuje stabilny trend. Poziom krzemu 
podwyższony, nie krytycznie.

Zalecenia i wnioski:
Podwyższony poziom krzemu może wskazywać na kurz z otoczenia i/lub elastyczne 
uszczelnienia/pasty montażowe na bazie silikonów. Dokonać przeglądu filtrów 
powietrza. Podwyższony
poziom fosforu i cynku może wskazywać na zmieszanie z olejem innego 
typu, ewentualnie smarem.  Podwyższony cynk może wskazywać na zużcie 
elementów zawierających w metalurgii cynk. Podwyższony poziom cynku w 
korelacji z miedzią może wskazywać na zużycie i lub korozję elementów  
mosiężnych. Wykonać kolejne badanie zgodnie z 
przyjętym programem diagnostyki olejowej.",WSKAZÓWKA
